site	device	port	iftype	netbox_description	far_device	far_port	far_role	class	mbps	expected	len	note
CH-NKN-G08	CH-NKN-G08-GFL-DIST01	23	1000base-x-sfp	CH-NKN-CORE01_p1	CH-NKN-G08-L02-CORE01-1	01:01	Switch Core	USW	1000	USW-1G-L02-CO01_P1_1	20	at-20
CH-NKN-G08	CH-NKN-G08-GFL-DIST01	24	1000base-x-sfp	CH-NKN-CORE02_p1	CH-NKN-G08-L02-CORE01-2	02:01	Switch Core	USW	1000	USW-1G-L02-CO01_P2_1	20	at-20
CH-NKN-G08	CH-NKN-G08-GFL-DIST01	3	1000base-t	GFL-ACCE02_p23	CH-NKN-G08-GFL-ACCE02	23	Switch Access	USW	1000	USW-1G-GFL-AC02_P23	19	
CH-NKN-G08	CH-NKN-G08-GFL-DIST01	4	1000base-t	GFL-ACCE02_p24	CH-NKN-G08-GFL-ACCE02	24	Switch Access	USW	1000	USW-1G-GFL-AC02_P24	19	
CH-NKN-G08	CH-NKN-G08-L02-ACCE01	13	1000base-t	L02-ACPO12	CH-NKN-G08-L02-ACPO12	mgmt0	Access Point	UP	1000	UP-L02-AP12	11	
CH-NKN-G08	CH-NKN-G08-L02-ACCE01	17	1000base-t	L02-ACPO07	CH-NKN-G08-L02-ACPO07	mgmt0	Access Point	UP	1000	UP-L02-AP07	11	
CH-NKN-G08	CH-NKN-G08-L02-ACCE01	18	1000base-t	L02-ACPO09	CH-NKN-G08-L02-ACPO09	mgmt0	Access Point	UP	1000	UP-L02-AP09	11	
CH-NKN-G08	CH-NKN-G08-L02-ACCE01	19	1000base-t	L02-ACPO06	CH-NKN-G08-L02-ACPO06	mgmt0	Access Point	UP	1000	UP-L02-AP06	11	
CH-NKN-G08	CH-NKN-G08-L02-ACCE01	20	1000base-t	L02-ACPO01	CH-NKN-G08-L02-ACPO01	mgmt0	Access Point	UP	1000	UP-L02-AP01	11	
CH-NKN-G08	CH-NKN-G08-L02-ACCE01	23	1000base-x-sfp	CH-NKN-CORE01_p3	CH-NKN-G08-L02-CORE01-1	01:05	Switch Core	USW	1000	USW-1G-L02-CO01_P1_5	20	at-20
CH-NKN-G08	CH-NKN-G08-L02-ACCE01	24	1000base-x-sfp	CH-NKN-CORE02_p3	CH-NKN-G08-L02-CORE01-2	02:05	Switch Core	USW	1000	USW-1G-L02-CO01_P2_5	20	at-20
CH-NKN-G08	CH-NKN-G08-L02-ACCE02	19	1000base-t	L02-ACPO05	CH-NKN-G08-L02-ACPO05	mgmt0	Access Point	UP	1000	UP-L02-AP05	11	
CH-NKN-G08	CH-NKN-G08-L02-ACCE02	20	1000base-t	L02-ACPO02	CH-NKN-G08-L02-ACPO02	mgmt0	Access Point	UP	1000	UP-L02-AP02	11	
CH-NKN-G08	CH-NKN-G08-L02-ACCE02	23	1000base-x-sfp	CH-NKN-CORE01_p4	CH-NKN-G08-L02-CORE01-1	01:06	Switch Core	USW	1000	USW-1G-L02-CO01_P1_6	20	at-20
CH-NKN-G08	CH-NKN-G08-L02-ACCE02	24	1000base-x-sfp	CH-NKN-CORE02_p4	CH-NKN-G08-L02-CORE01-2	02:06	Switch Core	USW	1000	USW-1G-L02-CO01_P2_6	20	at-20
CH-NKN-G08	CH-NKN-G08-L02-ACCE03	21	1000base-t	L02-ACPO03	CH-NKN-G08-L02-ACPO03	mgmt0	Access Point	UP	1000	UP-L02-AP03	11	
CH-NKN-G08	CH-NKN-G08-L02-ACCE03	22	1000base-t	L02-ACPO04	CH-NKN-G08-L02-ACPO04	mgmt0	Access Point	UP	1000	UP-L02-AP04	11	
CH-NKN-G08	CH-NKN-G08-L02-ACCE03	23	1000base-t	CH-NKN-CORE01_p5	CH-NKN-G08-L02-CORE01-1	01:07	Switch Core	USW	1000	USW-1G-L02-CO01_P1_7	20	at-20
CH-NKN-G08	CH-NKN-G08-L02-ACCE03	24	1000base-t	CH-NKN-CORE02_p5	CH-NKN-G08-L02-CORE01-2	02:07	Switch Core	USW	1000	USW-1G-L02-CO01_P2_7	20	at-20
CH-NKN-G08	CH-NKN-G08-L02-ACCE04	14	1000base-t	L02-ACPO10	CH-NKN-G08-L02-ACPO10	mgmt0	Access Point	UP	1000	UP-L02-AP10	11	
CH-NKN-G08	CH-NKN-G08-L02-ACCE04	23	1000base-t	CH-NKN-CORE01_p6	CH-NKN-G08-L02-CORE01-1	01:08	Switch Core	USW	1000	USW-1G-L02-CO01_P1_8	20	at-20
CH-NKN-G08	CH-NKN-G08-L02-ACCE04	24	1000base-t	CH-NKN-CORE02_p6	CH-NKN-G08-L02-CORE01-2	02:08	Switch Core	USW	1000	USW-1G-L02-CO01_P2_8	20	at-20
CH-NKN-G08	CH-NKN-G08-L02-ACCE05	22	1000base-t	L02-ACPO08	CH-NKN-G08-L02-ACPO08	mgmt0	Access Point	UP	1000	UP-L02-AP08	11	
CH-NKN-G08	CH-NKN-G08-L02-ACCE05	23	1000base-t	L02-DIST01_p1	CH-NKN-G08-L02-DIST01	1	Switch Dist	USW	1000	USW-1G-L02-DI01_P1	18	
CH-NKN-G08	CH-NKN-G08-L02-ACCE05	24	1000base-t	L02-DIST01_p2	CH-NKN-G08-L02-DIST01	2	Switch Dist	USW	1000	USW-1G-L02-DI01_P2	18	
CH-NKN-G08	CH-NKN-G08-L02-ACCE06	1	1000base-t	L02-ACPO11	CH-NKN-G08-L02-ACPO11	mgmt0	Access Point	UP	1000	UP-L02-AP11	11	
CH-NKN-G08	CH-NKN-G08-L02-ACCE06	24	1000base-t	L02-DIST01_p4	CH-NKN-G08-L02-DIST01	3	Switch Dist	USW	1000	USW-1G-L02-DI01_P3	18	
CH-NKN-G08	CH-NKN-G08-L02-ACCE07	24	1000base-t	L02-DIST01_p4	CH-NKN-G08-L02-DIST01	6	Switch Dist	USW	1000	USW-1G-L02-DI01_P6	18	
CH-NKN-G08	CH-NKN-G08-L02-ACCE08	24	1000base-t	L02-DIST01_p4	CH-NKN-G08-L02-DIST01	8	Switch Dist	USW	1000	USW-1G-L02-DI01_P8	18	
CH-NKN-G08	CH-NKN-G08-L02-CORE01-1	1:1	1000base-x-sfp	GFL_DIST01_p23	CH-NKN-G08-GFL-DIST01	23	Switch Dist	USW	1000	USW-1G-GFL-DI01_P23	19	
CH-NKN-G08	CH-NKN-G08-L02-CORE01-1	1:15	extreme-summitstack	Stack-CORE02_p16	CH-NKN-G08-L02-CORE01-2	02:16	Switch Core	USW		USW-L02-CO01-2_P2_16	20	stack,at-20
CH-NKN-G08	CH-NKN-G08-L02-CORE01-1	1:16	extreme-summitstack	Stack-CORE02_p15	CH-NKN-G08-L02-CORE01-2	02:15	Switch Core	USW		USW-L02-CO01-2_P2_15	20	stack,at-20
CH-NKN-G08	CH-NKN-G08-L02-CORE01-1	1:3	1000base-x-sfp	L02-DIST01_p23	CH-NKN-G08-L02-DIST01	23	Switch Dist	USW	1000	USW-1G-L02-DI01_P23	19	
CH-NKN-G08	CH-NKN-G08-L02-CORE01-1	1:5	1000base-x-sfp	L02-ACCE01_p23	CH-NKN-G08-L02-ACCE01	23	Switch Access	USW	1000	USW-1G-L02-AC01_P23	19	
CH-NKN-G08	CH-NKN-G08-L02-CORE01-1	1:6	1000base-x-sfp	L02-ACCE02_p23	CH-NKN-G08-L02-ACCE02	23	Switch Access	USW	1000	USW-1G-L02-AC02_P23	19	
CH-NKN-G08	CH-NKN-G08-L02-CORE01-1	1:7	1000base-t	L02-ACCE03_p23	CH-NKN-G08-L02-ACCE03	23	Switch Access	USW	1000	USW-1G-L02-AC03_P23	19	
CH-NKN-G08	CH-NKN-G08-L02-CORE01-1	1:8	1000base-t	L02-ACCE04_p23	CH-NKN-G08-L02-ACCE04	23	Switch Access	USW	1000	USW-1G-L02-AC04_P23	19	
CH-NKN-G08	CH-NKN-G08-L02-CORE01-2	2:1	1000base-x-sfp	GFL_DIST01_p24	CH-NKN-G08-GFL-DIST01	24	Switch Dist	USW	1000	USW-1G-GFL-DI01_P24	19	
CH-NKN-G08	CH-NKN-G08-L02-CORE01-2	2:15	extreme-summitstack	Stack-CORE01_p16	CH-NKN-G08-L02-CORE01-1	01:16	Switch Core	USW		USW-L02-CO01-1_P1_16	20	stack,at-20
CH-NKN-G08	CH-NKN-G08-L02-CORE01-2	2:16	extreme-summitstack	Stack-CORE01_p15	CH-NKN-G08-L02-CORE01-1	01:15	Switch Core	USW		USW-L02-CO01-1_P1_15	20	stack,at-20
CH-NKN-G08	CH-NKN-G08-L02-CORE01-2	2:3	1000base-x-sfp	L02-DIST01_p24	CH-NKN-G08-L02-DIST01	24	Switch Dist	USW	1000	USW-1G-L02-DI01_P24	19	
CH-NKN-G08	CH-NKN-G08-L02-CORE01-2	2:5	1000base-x-sfp	L02-ACCE01_p24	CH-NKN-G08-L02-ACCE01	24	Switch Access	USW	1000	USW-1G-L02-AC01_P24	19	
CH-NKN-G08	CH-NKN-G08-L02-CORE01-2	2:6	1000base-x-sfp	L02-ACCE02_p24	CH-NKN-G08-L02-ACCE02	24	Switch Access	USW	1000	USW-1G-L02-AC02_P24	19	
CH-NKN-G08	CH-NKN-G08-L02-CORE01-2	2:7	1000base-t	L02-ACCE03_p24	CH-NKN-G08-L02-ACCE03	24	Switch Access	USW	1000	USW-1G-L02-AC03_P24	19	
CH-NKN-G08	CH-NKN-G08-L02-CORE01-2	2:8	1000base-t	L02-ACCE04_p24	CH-NKN-G08-L02-ACCE04	24	Switch Access	USW	1000	USW-1G-L02-AC04_P24	19	
CH-NKN-G08	CH-NKN-G08-L02-DIST01	1	1000base-t	L02-ACCE01_p23	CH-NKN-G08-L02-ACCE05	23	Switch Access	USW	1000	USW-1G-L02-AC05_P23	19	
CH-NKN-G08	CH-NKN-G08-L02-DIST01	2	1000base-t	L02-ACCE01_p24	CH-NKN-G08-L02-ACCE05	24	Switch Access	USW	1000	USW-1G-L02-AC05_P24	19	
CH-NKN-G08	CH-NKN-G08-L02-DIST01	23	1000base-t	CH-NKN-CORE02_p1	CH-NKN-G08-L02-CORE01-1	01:03	Switch Core	USW	1000	USW-1G-L02-CO01_P1_3	20	at-20
CH-NKN-G08	CH-NKN-G08-L02-DIST01	24	1000base-x-sfp	CH-NKN-CORE02_p1	CH-NKN-G08-L02-CORE01-2	02:03	Switch Core	USW	1000	USW-1G-L02-CO01_P2_3	20	at-20
CH-NKN-G08	CH-NKN-G08-L02-DIST01	3	1000base-t	L02-ACCE06	CH-NKN-G08-L02-ACCE06	24	Switch Access	USW	1000	USW-1G-L02-AC06_P24	19	
CH-NKN-G08	CH-NKN-G08-L02-DIST01	6	1000base-t	L02-ACCE07	CH-NKN-G08-L02-ACCE07	24	Switch Access	USW	1000	USW-1G-L02-AC07_P24	19	
CH-NKN-G08	CH-NKN-G08-L02-DIST01	8	1000base-t	L02-ACCE08	CH-NKN-G08-L02-ACCE08	24	Switch Access	USW	1000	USW-1G-L02-AC08_P24	19	
CH-STA-L26	CH-STA-L26-GFL-ACCE01	1	1000base-t		CH-STA-L26-L01-ACPO11	mgmt0	Access Point	UP	1000	UP-L01-AP11	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE01	11	1000base-t		CH-STA-L26-L01-ACPO01	mgmt0	Access Point	UP	1000	UP-L01-AP01	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE01	12	1000base-t		CH-STA-L26-L01-ACPO02	mgmt0	Access Point	UP	1000	UP-L01-AP02	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE01	13	1000base-t		CH-STA-L26-L01-ACPO03	mgmt0	Access Point	UP	1000	UP-L01-AP03	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE01	15	1000base-t		CH-STA-L26-L01-ACPO15	mgmt0	Access Point	UP	1000	UP-L01-AP15	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE01	16	1000base-t		CH-STA-L26-GFL-ACPO11	mgmt0	Access Point	UP	1000	UP-GFL-AP11	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE01	18	1000base-t		CH-STA-L26-L01-ACPO08	mgmt0	Access Point	UP	1000	UP-L01-AP08	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE01	19	1000base-t		CH-STA-L26-GFL-ACPO12	mgmt0	Access Point	UP	1000	UP-GFL-AP12	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE01	23	1000base-t		CH-STA-L26-GFL-ACPO13	mgmt0	Access Point	UP	1000	UP-GFL-AP13	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE01	24	1000base-t	UPLINK	CH-STA-L26-GFL-DIST01	1	Switch Dist	USW	1000	USW-1G-GFL-DI01_P1	18	
CH-STA-L26	CH-STA-L26-GFL-ACCE01	3	1000base-t		CH-STA-L26-GFL-ACPO03	mgmt0	Access Point	UP	1000	UP-GFL-AP03	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE01	5	1000base-t		CH-STA-L26-GFL-ACPO05	mgmt0	Access Point	UP	1000	UP-GFL-AP05	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE01	6	1000base-t	GFL-ACPO16	CH-STA-L26-GFL-ACPO16	mgmt0	Access Point	UP	1000	UP-GFL-AP16	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE01	7	1000base-t		CH-STA-L26-L01-ACPO10	mgmt0	Access Point	UP	1000	UP-L01-AP10	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE01	8	1000base-t	GFL-ACPO15	CH-STA-L26-GFL-ACPO15	mgmt0	Access Point	UP	1000	UP-GFL-AP15	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE01	9	1000base-t		CH-STA-L26-GFL-ACPO09	mgmt0	Access Point	UP	1000	UP-GFL-AP09	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE02	1	1000base-t		CH-STA-L26-GFL-ACPO01	mgmt0	Access Point	UP	1000	UP-GFL-AP01	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE02	10	1000base-t		CH-STA-L26-GFL-ACPO10	mgmt0	Access Point	UP	1000	UP-GFL-AP10	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE02	12	1000base-t		CH-STA-L26-GFL-ACPO06	mgmt0	Access Point	UP	1000	UP-GFL-AP06	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE02	14	1000base-t		CH-STA-L26-L01-ACPO04	mgmt0	Access Point	UP	1000	UP-L01-AP04	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE02	15	1000base-t		CH-STA-L26-L01-ACPO05	mgmt0	Access Point	UP	1000	UP-L01-AP05	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE02	19	1000base-t		CH-STA-L26-L01-ACPO09	mgmt0	Access Point	UP	1000	UP-L01-AP09	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE02	2	1000base-t		CH-STA-L26-GFL-ACPO02	mgmt0	Access Point	UP	1000	UP-GFL-AP02	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE02	20	1000base-t		CH-STA-L26-L01-ACPO06	mgmt0	Access Point	UP	1000	UP-L01-AP06	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE02	24	1000base-t	UPLINK	CH-STA-L26-GFL-DIST02	2	Switch Dist	USW	1000	USW-1G-GFL-DI02_P2	18	
CH-STA-L26	CH-STA-L26-GFL-ACCE02	3	1000base-t		CH-STA-L26-L01-ACPO14	mgmt0	Access Point	UP	1000	UP-L01-AP14	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE02	4	1000base-t		CH-STA-L26-L01-ACPO13	mgmt0	Access Point	UP	1000	UP-L01-AP13	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE02	5	1000base-t		CH-STA-L26-L01-ACPO12	mgmt0	Access Point	UP	1000	UP-L01-AP12	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE02	6	1000base-t		CH-STA-L26-GFL-ACPO14	mgmt0	Access Point	UP	1000	UP-GFL-AP14	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE02	7	1000base-t		CH-STA-L26-GFL-ACPO07	mgmt0	Access Point	UP	1000	UP-GFL-AP07	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE02	8	1000base-t		CH-STA-L26-GFL-ACPO08	mgmt0	Access Point	UP	1000	UP-GFL-AP08	11	
CH-STA-L26	CH-STA-L26-GFL-ACCE03	24	1000base-t	UPLINK	CH-STA-L26-GFL-DIST02	3	Switch Dist	USW	1000	USW-1G-GFL-DI02_P3	18	
CH-STA-L26	CH-STA-L26-GFL-ACCE04	24	1000base-t	UPLINK	CH-STA-L26-GFL-DIST02	4	Switch Dist	USW	1000	USW-1G-GFL-DI02_P4	18	
CH-STA-L26	CH-STA-L26-GFL-ACCE05	24	1000base-t	UPLINK	CH-STA-L26-GFL-DIST01	5	Switch Dist	USW	1000	USW-1G-GFL-DI01_P5	18	
CH-STA-L26	CH-STA-L26-GFL-ACCE06	24	1000base-t	UPLINK	CH-STA-L26-GFL-DIST01	6	Switch Dist	USW	1000	USW-1G-GFL-DI01_P6	18	
CH-STA-L26	CH-STA-L26-GFL-ACCE07	24	1000base-t	UPLINK	CH-STA-L26-GFL-DIST02	7	Switch Dist	USW	1000	USW-1G-GFL-DI02_P7	18	
CH-STA-L26	CH-STA-L26-GFL-ACCE08	24	1000base-t	UPLINK	CH-STA-L26-GFL-DIST02	8	Switch Dist	USW	1000	USW-1G-GFL-DI02_P8	18	
CH-STA-L26	CH-STA-L26-GFL-ACCE09	24	1000base-t	UPLINK	CH-STA-L26-GFL-DIST01	9	Switch Dist	USW	1000	USW-1G-GFL-DI01_P9	18	
CH-STA-L26	CH-STA-L26-GFL-ACCE10	24	1000base-t	UPLINK	CH-STA-L26-GFL-DIST01	10	Switch Dist	USW	1000	USW-1G-GFL-DI01_P10	19	
CH-STA-L26	CH-STA-L26-GFL-ACCE11	24	1000base-t	UPLINK	CH-STA-L26-GFL-DIST02	13	Switch Dist	USW	1000	USW-1G-GFL-DI02_P13	19	
CH-STA-L26	CH-STA-L26-GFL-ACCE12	48	1000base-t	UPLINK	CH-STA-L26-GFL-DIST02	12	Switch Dist	USW	1000	USW-1G-GFL-DI02_P12	19	
CH-STA-L26	CH-STA-L26-GFL-ACCE13	24	1000base-t	UPLINK	CH-STA-L26-GFL-DIST01	13	Switch Dist	USW	1000	USW-1G-GFL-DI01_P13	19	
CH-STA-L26	CH-STA-L26-GFL-ACCE14	48	1000base-t	UPLINK	CH-STA-L26-GFL-DIST02	14	Switch Dist	USW	1000	USW-1G-GFL-DI02_P14	19	
CH-STA-L26	CH-STA-L26-GFL-ACCE15	24	1000base-t	UPLINK	CH-STA-L26-GFL-DIST02	15	Switch Dist	USW	1000	USW-1G-GFL-DI02_P15	19	
CH-STA-L26	CH-STA-L26-GFL-ACCE16	24	1000base-t	UPLINK	CH-STA-L26-GFL-DIST02	16	Switch Dist	USW	1000	USW-1G-GFL-DI02_P16	19	
CH-STA-L26	CH-STA-L26-GFL-ACCE17	24	1000base-t	UPLINK	CH-STA-L26-GFL-DIST02	17	Switch Dist	USW	1000	USW-1G-GFL-DI02_P17	19	
CH-STA-L26	CH-STA-L26-GFL-ACCE18	24	1000base-t	UPLINK	CH-STA-L26-GFL-DIST02	18	Switch Dist	USW	1000	USW-1G-GFL-DI02_P18	19	
CH-STA-L26	CH-STA-L26-GFL-ACCE19	24	1000base-t	UPLINK	CH-STA-L26-GFL-DIST02	19	Switch Dist	USW	1000	USW-1G-GFL-DI02_P19	19	
CH-STA-L26	CH-STA-L26-GFL-ACCE20	24	1000base-t	GFL-DIST01_p20	CH-STA-L26-GFL-DIST01	20	Switch Dist	USW	1000	USW-1G-GFL-DI01_P20	19	
CH-STA-L26	CH-STA-L26-GFL-ACCE21	24	1000base-t		CH-STA-L26-GFL-DIST01	21	Switch Dist	USW	1000	USW-1G-GFL-DI01_P21	19	
CH-STA-L26	CH-STA-L26-GFL-ACCE22	24	1000base-t		CH-STA-L26-GFL-DIST01	22	Switch Dist	USW	1000	USW-1G-GFL-DI01_P22	19	
CH-STA-L26	CH-STA-L26-GFL-DIST01	1	1000base-t	GFL-ACCE01	CH-STA-L26-GFL-ACCE01	24	Switch Access	USW	1000	USW-1G-GFL-AC01_P24	19	
CH-STA-L26	CH-STA-L26-GFL-DIST01	10	1000base-t	GFL-ACCE10	CH-STA-L26-GFL-ACCE10	24	Switch Access	USW	1000	USW-1G-GFL-AC10_P24	19	
CH-STA-L26	CH-STA-L26-GFL-DIST01	13	1000base-t	GFL-ACCE13	CH-STA-L26-GFL-ACCE13	24	Switch Access	USW	1000	USW-1G-GFL-AC13_P24	19	
CH-STA-L26	CH-STA-L26-GFL-DIST01	20	1000base-t	GFL-ACCE20-Lumip	CH-STA-L26-GFL-ACCE20	24	Switch Access	USW	1000	USW-1G-GFL-AC20_P24	19	
CH-STA-L26	CH-STA-L26-GFL-DIST01	21	1000base-t	GFL-ACCE21-Lumip	CH-STA-L26-GFL-ACCE21	24	Switch Access	USW	1000	USW-1G-GFL-AC21_P24	19	
CH-STA-L26	CH-STA-L26-GFL-DIST01	22	1000base-t	GFL-ACCE22	CH-STA-L26-GFL-ACCE22	24	Switch Access	USW	1000	USW-1G-GFL-AC22_P24	19	
CH-STA-L26	CH-STA-L26-GFL-DIST01	29	10gbase-x-sfpp	L02-CORE_tg.3.5	CH-STA-L26-L02-CORE01	1:19	Switch Core	USW	10000	USW-L02-CO01_P1_19	18	
CH-STA-L26	CH-STA-L26-GFL-DIST01	30	10gbase-x-sfpp	L02-CORE_tg.7.5	CH-STA-L26-L02-CORE02	1:19	Switch Core	USW	10000	USW-L02-CO02_P1_19	18	
CH-STA-L26	CH-STA-L26-GFL-DIST01	5	1000base-t	GFL-ACCE05	CH-STA-L26-GFL-ACCE05	24	Switch Access	USW	1000	USW-1G-GFL-AC05_P24	19	
CH-STA-L26	CH-STA-L26-GFL-DIST01	6	1000base-t	GFL-ACCE06	CH-STA-L26-GFL-ACCE06	24	Switch Access	USW	1000	USW-1G-GFL-AC06_P24	19	
CH-STA-L26	CH-STA-L26-GFL-DIST01	9	1000base-t	GFL-ACCE09	CH-STA-L26-GFL-ACCE09	24	Switch Access	USW	1000	USW-1G-GFL-AC09_P24	19	
CH-STA-L26	CH-STA-L26-GFL-DIST02	12	1000base-t	GFL-ACCE12	CH-STA-L26-GFL-ACCE12	48	Switch Access	USW	1000	USW-1G-GFL-AC12_P48	19	
CH-STA-L26	CH-STA-L26-GFL-DIST02	13	1000base-t	GFL-ACCE13	CH-STA-L26-GFL-ACCE11	24	Switch Access	USW	1000	USW-1G-GFL-AC11_P24	19	
CH-STA-L26	CH-STA-L26-GFL-DIST02	14	1000base-t	ACCE14_p48	CH-STA-L26-GFL-ACCE14	48	Switch Access	USW	1000	USW-1G-GFL-AC14_P48	19	
CH-STA-L26	CH-STA-L26-GFL-DIST02	15	1000base-t	GFL-ACCE15	CH-STA-L26-GFL-ACCE15	24	Switch Access	USW	1000	USW-1G-GFL-AC15_P24	19	
CH-STA-L26	CH-STA-L26-GFL-DIST02	16	1000base-t	GFL-ACCE16	CH-STA-L26-GFL-ACCE16	24	Switch Access	USW	1000	USW-1G-GFL-AC16_P24	19	
CH-STA-L26	CH-STA-L26-GFL-DIST02	17	1000base-t	GFL-ACCE17	CH-STA-L26-GFL-ACCE17	24	Switch Access	USW	1000	USW-1G-GFL-AC17_P24	19	
CH-STA-L26	CH-STA-L26-GFL-DIST02	18	1000base-t	GFL-ACCE18	CH-STA-L26-GFL-ACCE18	24	Switch Access	USW	1000	USW-1G-GFL-AC18_P24	19	
CH-STA-L26	CH-STA-L26-GFL-DIST02	19	1000base-t	GFL-ACCE19	CH-STA-L26-GFL-ACCE19	24	Switch Access	USW	1000	USW-1G-GFL-AC19_P24	19	
CH-STA-L26	CH-STA-L26-GFL-DIST02	2	1000base-t	GFL-ACCE02	CH-STA-L26-GFL-ACCE02	24	Switch Access	USW	1000	USW-1G-GFL-AC02_P24	19	
CH-STA-L26	CH-STA-L26-GFL-DIST02	29	10gbase-x-sfpp	L02-CORE_tg.3.4	CH-STA-L26-L02-CORE01	1:20	Switch Core	USW	10000	USW-L02-CO01_P1_20	18	
CH-STA-L26	CH-STA-L26-GFL-DIST02	3	1000base-t	GFL-ACCE03	CH-STA-L26-GFL-ACCE03	24	Switch Access	USW	1000	USW-1G-GFL-AC03_P24	19	
CH-STA-L26	CH-STA-L26-GFL-DIST02	30	10gbase-x-sfpp	L02-CORE_tg.7.4	CH-STA-L26-L02-CORE02	1:20	Switch Core	USW	10000	USW-L02-CO02_P1_20	18	
CH-STA-L26	CH-STA-L26-GFL-DIST02	4	1000base-t	GFL-ACCE04	CH-STA-L26-GFL-ACCE04	24	Switch Access	USW	1000	USW-1G-GFL-AC04_P24	19	
CH-STA-L26	CH-STA-L26-GFL-DIST02	7	1000base-t	GFL-ACCE07	CH-STA-L26-GFL-ACCE07	24	Switch Access	USW	1000	USW-1G-GFL-AC07_P24	19	
CH-STA-L26	CH-STA-L26-GFL-DIST02	8	1000base-t	GFL-ACCE08	CH-STA-L26-GFL-ACCE08	24	Switch Access	USW	1000	USW-1G-GFL-AC08_P24	19	
CH-STA-L26	CH-STA-L26-L01-ACCE01	24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	1	Switch Dist	USW	1000	USW-1G-L01-DI01_P1	18	
CH-STA-L26	CH-STA-L26-L01-ACCE02	24	1000base-t	UPLINK	CH-STA-L26-L01-DIST02	2	Switch Dist	USW	1000	USW-1G-L01-DI02_P2	18	
CH-STA-L26	CH-STA-L26-L01-ACCE03	24	1000base-t	UPLINK	CH-STA-L26-L01-DIST02	3	Switch Dist	USW	1000	USW-1G-L01-DI02_P3	18	
